Item_Id,Nome,Preço,Moeda,Categoria,Marca,Quantidade,Link,Detalhes_Imagem,Descrição,Condicao,Estado
MLA1364216697,Amazon Fire Tv Stick Lite Full Hd 8gb 1gb Ram Streaming,58999.0,ARS,MLA352001,Fire Tv Stick Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1364216697-amazon-fire-tv-stick-lite-full-hd-8gb-1gb-ram-streaming-_JM,http://http2.mlstatic.com/D_738781-MLA80095419560_102024-O.jpg,,new,Capital Federal
MLA2013184174,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación,101152.0,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-2013184174-amazon-fire-tv-stick-4k-ultra-hd-max-16gb-2nda-generacion-_JM,http://http2.mlstatic.com/D_827472-MLA79350265768_092024-O.jpg,,new,Capital Federal
MLA1476893929,Amazon Fire Tv Stick 4k Max Streaming Wifi 6,101150.0,ARS,MLA352001,4k Max,1,https://articulo.mercadolibre.com.ar/MLA-1476893929-amazon-fire-tv-stick-4k-max-streaming-wifi-6-_JM,http://http2.mlstatic.com/D_722642-MLA82197947200_022025-I.jpg,,new,Capital Federal
MLA1464753255,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024 Alexa,77768.99,ARS,MLA352001,FireTV HD,1,https://articulo.mercadolibre.com.ar/MLA-1464753255-amazon-fire-tv-stick-8gb-wifi-5-1080p-hdr-version-2024-alexa-_JM,http://http2.mlstatic.com/D_812486-MLA81042433986_122024-O.jpg,,new,Capital Federal
MLA1369026587,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro Con 1.5gb De Memoria Ram,99998.0,ARS,MLA352001,Amazon,1,https://www.mercadolibre.com.ar/amazon-fire-tv-stick-4k-de-voz-2-generacion-4k-8gb-negro-con-15gb-de-memoria-ram/p/MLA22930162#wid=MLA1369026587&sid=unknown,http://http2.mlstatic.com/D_784422-MLU73365004986_122023-I.jpg,,new,Buenos Aires
MLA1987961156,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb 1gb Ram,68990.0,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1987961156-amazon-fire-tv-stick-de-voz-3gen-full-hd-8gb-1gb-ram-_JM,http://http2.mlstatic.com/D_606631-MLA77113980772_062024-O.jpg,,new,Capital Federal
MLA1458709339,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2 Gen Wi-fi 6e,124998.0,ARS,MLA352001,Fire Tv,1,https://articulo.mercadolibre.com.ar/MLA-1458709339-amazon-fire-tv-stick-4k-ultra-hd-max-16gb-2-gen-wi-fi-6e-_JM,http://http2.mlstatic.com/D_827472-MLA79350265768_092024-O.jpg,,new,Capital Federal
MLA1476905113,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa co,69192.0,ARS,MLA352001,4K 2023,1,https://articulo.mercadolibre.com.ar/MLA-1476905113-amazon-fire-tv-stick-4k-2023-wifi-6-2gb-de-ram-con-alexaco-_JM,http://http2.mlstatic.com/D_852129-MLA82332275576_022025-I.jpg,,new,Capital Federal
MLA1473704297,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024,82313.99,ARS,MLA352001,FireTV HD,1,https://articulo.mercadolibre.com.ar/MLA-1473704297-amazon-fire-tv-stick-8gb-wifi-5-1080p-hdr-version-2024-_JM,http://http2.mlstatic.com/D_836035-MLA82148789297_012025-O.jpg,,new,Córdoba
MLA1918175152,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,101150.0,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1918175152-amazon-fire-tv-stick-4k-max-ultra-hd-16gb-streaming-_JM,http://http2.mlstatic.com/D_661052-MLU73835170206_012024-O.jpg,,new,Capital Federal
MLA1975932800,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,88989.6,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1975932800-amazon-fire-tv-stick-4k-2023-wifi-6-2gb-de-ram-con-alexa-_JM,http://http2.mlstatic.com/D_962495-MLA81093749166_122024-O.jpg,,new,Capital Federal
MLA1920492052,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con Pilas,85900.0,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1920492052-amazon-fire-tv-stick-de-voz-3gen-full-hd-8gb-negro-con-pilas-_JM,http://http2.mlstatic.com/D_606631-MLA77113980772_062024-O.jpg,,new,Buenos Aires
MLA1451931929,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,101150.0,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1451931929-amazon-fire-tv-stick-4k-max-ultra-hd-16gb-streaming-_JM,http://http2.mlstatic.com/D_661052-MLU73835170206_012024-O.jpg,,new,Capital Federal
MLA1981319370,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb Wi-fi 6e Negro,129990.0,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1981319370-amazon-fire-tv-stick-4k-ultra-hd-max-16gb-wi-fi-6e-negro-_JM,http://http2.mlstatic.com/D_827472-MLA79350265768_092024-O.jpg,,new,Capital Federal
MLA1985584838,Amazon Fire Tv Stick Hd 2024 Streaming Fhd Cargador + Pilas,69999.0,ARS,MLA352001,840414697713,1,https://articulo.mercadolibre.com.ar/MLA-1985584838-amazon-fire-tv-stick-hd-2024-streaming-fhd-cargador-pilas-_JM,http://http2.mlstatic.com/D_701651-MLA81363141714_122024-O.jpg,,new,Capital Federal
MLA1374336916,Amazon Fire Tv Stick 4k 1.5gb Ram Streaming Control Por Voz,68480.0,ARS,MLA352001,Fire Tv Stick Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1374336916-amazon-fire-tv-stick-4k-15gb-ram-streaming-control-por-voz-_JM,http://http2.mlstatic.com/D_779115-MLA54834662690_042023-O.jpg,,new,Capital Federal
MLA1975421614,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,104998.4,ARS,MLA352001,Amazon,1,https://articulo.mercadolibre.com.ar/MLA-1975421614-amazon-fire-tv-stick-4k-2023-wifi-6-2gb-de-ram-con-alexa-_JM,http://http2.mlstatic.com/D_622779-MLA81094075158_122024-O.jpg,,new,Capital Federal
MLA1449892657,Amazon Tv Stick Lite 2da Gen Streaming Full Hd,72882.0,ARS,MLA352001,B091G4YP57,1,https://articulo.mercadolibre.com.ar/MLA-1449892657-amazon-tv-stick-lite-2da-gen-streaming-full-hd-_JM,http://http2.mlstatic.com/D_878295-MLA80945170433_112024-O.jpg,,new,Buenos Aires
MLA1440239591,Fire Tv Stick Convertidor Amazon Smart Netflix Streaming Hd,143679.0,ARS,MLA352001,B091G4YP57,1,https://articulo.mercadolibre.com.ar/MLA-1440239591-fire-tv-stick-convertidor-amazon-smart-netflix-streaming-hd-_JM,http://http2.mlstatic.com/D_717172-MLA78197651521_082024-O.jpg,,new,Capital Federal
MLA2017481294,"Control Remoto De Voz Fire Tv Stick Lite De Segunda Generación, Alexa Amazon Bivolt, Color Negro, Tipo Control Remoto",59554.0,ARS,MLA352001,840080593296,1,https://www.mercadolibre.com.ar/control-remoto-de-voz-fire-tv-stick-lite-de-segunda-generacion-alexa-amazon-bivolt-color-negro-tipo-control-remoto/p/MLA36100882#wid=MLA2017481294&sid=unknown,http://http2.mlstatic.com/D_812790-MLA80587233881_112024-I.jpg,,new,Córdoba
MLA1976434684,"Amazon Fire Tv Stick Lite Full Hd 2 Gen De 8 Gb Con 1 Gb De Ram, Color Negro",69999.0,ARS,MLA352001,Fire Tv Stick Amazon,1,https://www.mercadolibre.com.ar/amazon-fire-tv-stick-lite-full-hd-2-gen-de-8-gb-con-1-gb-de-ram-color-negro/p/MLA26953039#wid=MLA1976434684&sid=unknown,http://http2.mlstatic.com/D_871275-MLU71608993538_092023-I.jpg,,new,Capital Federal
